Date,Balance,Minimal balance,NIS,loaned NIS,Open Energy,Energy_index,loaned_Energy_index,Open Real Estate,Real_Estate_index,loaned_Real_Estate_index,Open Consumer Cyclical,Consumer_Cyclical_index,loaned_Consumer_Cyclical_index,Open Indices,Pos All,Pos Energy,Actions Energy,Return rate Energy,Return rate with comm Energy,Pos Real Estate,Actions Real Estate,Return rate Real Estate,Return rate with comm Real Estate,Pos Consumer Cyclical,Actions Consumer Cyclical,Return rate Consumer Cyclical,Return rate with comm Consumer Cyclical
2010-02-04,10000000.0,10000000.0,10000000.0,0.0,80809.893297006,0.0,0.0,39473.9034981,0.0,0.0,9484.285864899999,0.0,0.0,129768.082660006,129768.082660006,80809.893297006,OPEN_LONG,,,39473.9034981,OPEN_SHORT,,,9484.285864899999,OPEN_SHORT,,
2010-02-04,9997410.314061252,9986222.940511744,10473534.664588712,0.0,80313.87800534,6.0,0.0,39147.7531976,-12.0,0.0,9211.973211100001,-53.0,0.0,128673.60441404,128173.60441404,80813.87800534,,,,38647.7531976,,,,8711.973211100001,,,
2010-02-05,10000888.709487928,9993946.527071241,10473534.664588712,0.0,81613.654952886,6.0,0.0,38897.6971832,-12.0,0.0,9350.104124899999,-53.0,0.0,129861.456260986,129361.456260986,82113.654952886,,,,38397.6971832,,,,8850.104124899999,,,
2010-02-06,9998315.753378522,9992173.783906125,10473534.664588712,0.0,80028.668715885,6.0,0.0,38824.0252509,-12.0,0.0,9235.8984999,-53.0,0.0,128088.59246668499,127588.59246668499,80528.668715885,0,-0.020896748798853722,-0.021292569449093954,38324.0252509,0,0.006032135999991427,0.005633342427191425,8735.8984999,0,0.007361338713688314,0.006962810981431053
2010-02-07,9991431.423859848,9991431.423859848,9991431.423859848,0.0,80439.97155922801,0.0,0.0,38957.0969926,0.0,0.0,9265.579578,0.0,0.0,128662.64812982801,128662.64812982801,80439.97155922801,OPEN_LONG,,,38957.0969926,OPEN_SHORT,,,9265.579578,OPEN_SHORT,,
2010-02-08,9991303.817180876,9983612.605738541,10464104.80270334,0.0,81051.684178106,6.0,0.0,38826.0298337,-12.0,0.0,9305.636463899998,-53.0,0.0,129183.350475706,128683.350475706,81551.684178106,0,-0.008579035805508728,-0.008977319998347626,38326.0298337,0,-0.0014395650027954406,-0.001839852915796,8805.636463899998,0,-0.005966220667413507,-0.0063674139115469895
2010-02-11,9978909.238711916,9978909.238711916,9978909.238711916,0.0,80217.82364038001,0.0,0.0,39105.7525399,0.0,0.0,9397.399,0.0,0.0,128720.97518028002,128720.97518028002,80217.82364038001,,,,39105.7525399,,,,9397.399,,,
2010-02-12,9978909.238711916,9978909.238711916,9978909.238711916,0.0,81188.57594465799,0.0,0.0,39033.9682082,0.0,0.0,9408.7593139,0.0,0.0,129631.30346675799,129631.30346675799,81188.57594465799,,,,39033.9682082,,,,9408.7593139,,,
2010-02-13,9978909.238711916,9978909.238711916,9978909.238711916,0.0,82795.197718314,0.0,0.0,39128.2297654,0.0,0.0,9472.719324099999,0.0,0.0,131396.146807814,131396.146807814,82795.197718314,,,,39128.2297654,,,,9472.719324099999,,,
2010-02-14,9978909.238711916,9978909.238711916,9978909.238711916,0.0,83002.86667779101,0.0,0.0,39244.3142167,0.0,0.0,9551.097737,0.0,0.0,131798.278631491,131798.278631491,83002.86667779101,,,,39244.3142167,,,,9551.097737,,,
2010-02-15,9978909.238711916,9978909.238711916,9978909.238711916,0.0,81399.024114394,0.0,0.0,39103.6093194,0.0,0.0,9500.7931111,0.0,0.0,130003.42654489398,130003.42654489398,81399.024114394,,,,39103.6093194,,,,9500.7931111,,,
2010-02-18,9978909.238711916,9978909.238711916,9978909.238711916,0.0,81142.23213710802,0.0,0.0,39183.6675568,0.0,0.0,9562.8836519,0.0,0.0,129888.78334580801,129888.78334580801,81142.23213710802,,,,39183.6675568,,,,9562.8836519,,,
2010-02-19,9978909.238711916,9978909.238711916,9978909.238711916,0.0,83175.380541017,0.0,0.0,39861.5973507,0.0,0.0,9527.9267121,0.0,0.0,132564.904603817,132564.904603817,83175.380541017,,,,39861.5973507,,,,9527.9267121,,,
2010-02-20,9978909.238711916,9978909.238711916,9978909.238711916,0.0,82399.730351096,0.0,0.0,40016.508819,0.0,0.0,9512.023757100002,0.0,0.0,131928.26292719602,131928.26292719602,82399.730351096,,,,40016.508819,,,,9512.023757100002,,,
2010-02-21,9978909.238711916,9978909.238711916,9978909.238711916,0.0,84471.852180689,0.0,0.0,40253.69702099999,0.0,0.0,9632.917205900001,0.0,0.0,134358.466407589,134358.466407589,84471.852180689,,,,40253.69702099999,,,,9632.917205900001,,,
2010-02-22,9978909.238711916,9978909.238711916,9978909.238711916,0.0,83257.634018053,0.0,0.0,39889.4806822,0.0,0.0,9535.0754701,0.0,0.0,132682.190170353,132682.190170353,83257.634018053,OPEN_LONG,,,39889.4806822,OPEN_SHORT,,,9535.0754701,OPEN_SHORT,,
2010-02-26,9977435.312269345,9977159.55068912,10533215.86644539,0.0,85734.790538951,5.0,0.0,40152.6639398,-12.0,0.0,9665.8180691,-52.0,0.0,135553.272547851,135053.272547851,86234.790538951,,,,39652.6639398,,,,9165.8180691,,,
2010-02-27,9971718.966385936,9971359.461145615,10533215.86644539,0.0,85321.77573986899,5.0,0.0,40199.3536698,-12.0,0.0,9725.2602831,-52.0,0.0,135246.38969276898,134746.38969276898,85821.77573986899,0,0.02479201395488698,0.024387055552096002,39699.3536698,0,-0.011378326526234571,-0.011780602191539818,9225.2602831,0,-0.019945810979302637,-0.020349800141498498
2010-02-28,9969235.189697348,9969235.189697348,9969235.189697348,0.0,85802.588149793,0.0,0.0,40064.6912848,0.0,0.0,9840.5855409,0.0,0.0,135707.864975493,135707.864975493,85802.588149793,,,,40064.6912848,,,,9840.5855409,,,
2010-03-01,9969235.189697348,9969235.189697348,9969235.189697348,0.0,85413.0113457,0.0,0.0,40173.288115899995,0.0,0.0,9969.799270099998,0.0,0.0,135556.09873169998,135556.09873169998,85413.0113457,OPEN_LONG,,,40173.288115899995,OPEN_SHORT,,,9969.799270099998,OPEN_SHORT,,
2010-03-04,9956670.061843075,9956586.149163285,10510728.62864111,0.0,85084.16655581299,5.0,0.0,40581.8860786,-12.0,0.0,10050.9544211,-49.0,0.0,135717.00705551298,135217.00705551298,85584.16655581299,,,,40081.8860786,,,,9550.9544211,,,
2010-03-05,9955570.938469034,9955570.550509553,10510728.62864111,0.0,84628.899301085,5.0,0.0,40731.2124032,-12.0,0.0,9990.359955900001,-49.0,0.0,135350.471660185,134850.471660185,85128.899301085,,,,40231.2124032,,,,9490.359955900001,,,
2010-03-06,9963507.43223259,9963507.2574527,10510728.62864111,0.0,86022.008424796,5.0,0.0,40319.055663299994,-12.0,0.0,10071.481032099999,-49.0,0.0,136412.545120196,135912.545120196,86522.008424796,,,,39819.055663299994,,,,9571.481032099999,,,
2010-03-07,9954364.419323979,9954364.158798035,10510728.62864111,0.0,86796.495476034,5.0,0.0,40670.467225099994,-12.0,0.0,10251.042448900002,-49.0,0.0,137718.005150034,137218.005150034,87296.495476034,,,,40170.467225099994,,,,9751.042448900002,,,
2010-03-08,9956881.28116779,9956881.019062925,10510728.62864111,0.0,86696.75606247601,5.0,0.0,40598.7503359,-12.0,0.0,10207.0637501,-49.0,0.0,137502.570148476,137002.570148476,87196.75606247601,,,,40098.7503359,,,,9707.0637501,,,
2010-03-11,9941245.61110849,9941245.34897918,10510728.62864111,0.0,85429.08078397598,5.0,0.0,40722.7752693,-12.0,0.0,10366.430984099998,-49.0,0.0,136518.28703737597,136018.28703737597,85929.08078397598,0,0.00018730928710335913,-0.0002127281747540615,40222.7752693,0,-0.013048283874435938,-0.013450893531210822,9866.430984099998,0,-0.039783319929972964,-0.04019127659395896
2010-03-12,9938868.903694475,9938868.903694475,9938868.903694475,0.0,84357.82523814,0.0,0.0,40514.1695869,0.0,0.0,10284.823975,0.0,0.0,135156.81880004,135156.81880004,84357.82523814,OPEN_LONG,,,40514.1695869,OPEN_SHORT,,,10284.823975,OPEN_SHORT,,
2010-03-13,9934548.361373665,9934548.257714035,10494573.494887035,0.0,84785.70604436599,5.0,0.0,40551.965425,-12.0,0.0,10361.0433049,-48.0,0.0,135698.714774266,135198.714774266,85285.70604436599,,,,40051.965425,,,,9861.0433049,,,
2010-03-14,9928619.546396205,9928619.427951049,10494573.494887035,0.0,86391.442023114,5.0,0.0,41281.8804012,-12.0,0.0,10469.345704,-48.0,0.0,138142.668128314,137642.668128314,86891.442023114,,,,40781.8804012,,,,9969.345704,,,
2010-03-15,9927023.797785271,9927023.599339955,10494573.494887035,0.0,84428.978355087,5.0,0.0,41179.10974150001,-12.0,0.0,10323.8598329,-48.0,0.0,135931.947929487,135431.947929487,84928.978355087,,,,40679.10974150001,,,,9823.8598329,,,
2010-03-18,9925761.02510466,9925760.819344066,10494573.494887035,0.0,83850.52399000501,5.0,0.0,41090.2834781,-12.0,0.0,10312.1184999,-48.0,0.0,135252.925968005,134752.925968005,84350.52399000501,,,,40590.2834781,,,,9812.1184999,,,
2010-03-19,9935122.931999115,9935122.567763776,10494573.494887035,0.0,83200.550342496,5.0,0.0,41097.2210407,-12.0,0.0,10047.638794,-48.0,0.0,134345.410177196,133845.410177196,83700.550342496,0,-0.013718089144198312,-0.014115345526369472,40597.2210407,0,-0.01439129716208042,-0.014794175421512836,9547.638794,0,0.02306166654641252,0.0226662788797218
2010-03-20,9932775.89731294,9932775.89731294,9932775.89731294,0.0,83855.390321258,0.0,0.0,41448.0243238,0.0,0.0,10051.985626099999,0.0,0.0,135355.400271158,135355.400271158,83855.390321258,,,,41448.0243238,,,,10051.985626099999,,,
2010-03-21,9932775.89731294,9932775.89731294,9932775.89731294,0.0,85623.846718664,0.0,0.0,41981.5297553,0.0,0.0,10145.761962,0.0,0.0,137751.138435964,137751.138435964,85623.846718664,,,,41981.5297553,,,,10145.761962,,,
2010-03-22,9932775.89731294,9932775.89731294,9932775.89731294,0.0,86246.10102649803,0.0,0.0,41501.7034613,0.0,0.0,10269.334961,0.0,0.0,138017.13944879803,138017.13944879803,86246.10102649803,,,,41501.7034613,,,,10269.334961,,,
2010-03-25,9932775.89731294,9932775.89731294,9932775.89731294,0.0,86246.05513157701,0.0,0.0,37539.7034613,0.0,0.0,10393.724414,0.0,0.0,134179.483006877,134179.483006877,86246.05513157701,,,,37539.7034613,,,,10393.724414,,,
2010-03-28,9932775.89731294,9932775.89731294,9932775.89731294,0.0,85692.10280177201,0.0,0.0,40728.1611032,0.0,0.0,10502.494583099999,0.0,0.0,136922.758488072,136922.758488072,85692.10280177201,,,,40728.1611032,,,,10502.494583099999,,,
2010-03-29,9932775.89731294,9932775.89731294,9932775.89731294,0.0,85995.68316810399,0.0,0.0,41017.038452400004,0.0,0.0,10452.845825,0.0,0.0,137465.56744550398,137465.56744550398,85995.68316810399,,,,41017.038452400004,,,,10452.845825,,,
2010-04-03,9932775.89731294,9932775.89731294,9932775.89731294,0.0,86523.612003391,0.0,0.0,40934.8752148,0.0,0.0,10277.039215099998,0.0,0.0,137735.526433291,137735.526433291,86523.612003391,,,,40934.8752148,,,,10277.039215099998,,,
2010-04-04,9932775.89731294,9932775.89731294,9932775.89731294,0.0,86201.92691773201,0.0,0.0,40103.826845300006,0.0,0.0,10097.660887999999,0.0,0.0,136403.414651032,136403.414651032,86201.92691773201,,,,40103.826845300006,,,,10097.660887999999,,,
2010-04-05,9932775.89731294,9932775.89731294,9932775.89731294,0.0,85470.952209975,0.0,0.0,39354.335694400004,0.0,0.0,9904.5893249,0.0,0.0,134729.877229275,134729.877229275,85470.952209975,,,,39354.335694400004,,,,9904.5893249,,,
2010-04-08,9932775.89731294,9932775.89731294,9932775.89731294,0.0,86893.369965782,0.0,0.0,39771.76532,0.0,0.0,10085.2397771,0.0,0.0,136750.375062882,136750.375062882,86893.369965782,OPEN_LONG,,,39771.76532,OPEN_SHORT,,,10085.2397771,OPEN_SHORT,,
2010-04-09,9925515.775773132,9925515.337302892,10467402.49856555,0.0,86159.29109597599,5.0,0.0,39937.7472246,-12.0,0.0,10070.004317900002,-49.0,0.0,136167.042638476,135667.042638476,86659.29109597599,0,-0.008451341952075437,-0.008849651683685022,39437.7472246,0,-0.004173360253549962,-0.004574194925600673,9570.004317900002,0,0.0015106690110225978,0.0011109711448248024
2010-04-10,9923172.900512304,9923172.900512304,9923172.900512304,0.0,86318.62561036799,0.0,0.0,40165.519593699995,0.0,0.0,9935.9582209,0.0,0.0,136420.10342496797,136420.10342496797,86318.62561036799,,,,40165.519593699995,,,,9935.9582209,,,
2010-04-11,9923172.900512304,9923172.900512304,9923172.900512304,0.0,87000.386779533,0.0,0.0,40522.4213276,0.0,0.0,10029.770064900002,0.0,0.0,137552.578172033,137552.578172033,87000.386779533,,,,40522.4213276,,,,10029.770064900002,,,
2010-04-12,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84911.203019729,0.0,0.0,39916.37805190001,0.0,0.0,9898.980713,0.0,0.0,134726.561784629,134726.561784629,84911.203019729,,,,39916.37805190001,,,,9898.980713,,,
2010-04-15,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84414.604862326,0.0,0.0,39473.8855711,0.0,0.0,9778.932013,0.0,0.0,133667.422446426,133667.422446426,84414.604862326,,,,39473.8855711,,,,9778.932013,,,
2010-04-18,9923172.900512304,9923172.900512304,9923172.900512304,0.0,85482.952682103,0.0,0.0,39915.9895343,0.0,0.0,9814.571460900002,0.0,0.0,135213.513677303,135213.513677303,85482.952682103,,,,39915.9895343,,,,9814.571460900002,,,
2010-04-19,9923172.900512304,9923172.900512304,9923172.900512304,0.0,86158.877228975,0.0,0.0,39708.85018519999,0.0,0.0,9803.605213900002,0.0,0.0,135671.332628075,135671.332628075,86158.877228975,,,,39708.85018519999,,,,9803.605213900002,,,
2010-04-22,9923172.900512304,9923172.900512304,9923172.900512304,0.0,85603.18732748,0.0,0.0,35719.7499989,0.0,0.0,9817.384252099999,0.0,0.0,131140.32157848,131140.32157848,85603.18732748,,,,35719.7499989,,,,9817.384252099999,,,
2010-04-23,9923172.900512304,9923172.900512304,9923172.900512304,0.0,86608.24652094401,0.0,0.0,39840.8360588,0.0,0.0,9823.3365039,0.0,0.0,136272.41908364402,136272.41908364402,86608.24652094401,,,,39840.8360588,,,,9823.3365039,,,
2010-04-24,9923172.900512304,9923172.900512304,9923172.900512304,0.0,86454.679609959,0.0,0.0,39951.799761400005,0.0,0.0,9741.3639861,0.0,0.0,136147.843357459,136147.843357459,86454.679609959,,,,39951.799761400005,,,,9741.3639861,,,
2010-04-25,9923172.900512304,9923172.900512304,9923172.900512304,0.0,85415.756111157,0.0,0.0,39453.9686538,0.0,0.0,9577.779561,0.0,0.0,134447.504325957,134447.504325957,85415.756111157,,,,39453.9686538,,,,9577.779561,,,
2010-04-26,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84941.76895838299,0.0,0.0,39049.048228,0.0,0.0,9339.9252519,0.0,0.0,133330.742438283,133330.742438283,84941.76895838299,,,,39049.048228,,,,9339.9252519,,,
2010-04-29,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84740.038555856,0.0,0.0,35094.705658299994,0.0,0.0,9215.319276,0.0,0.0,129050.06349015598,129050.06349015598,84740.038555856,,,,35094.705658299994,,,,9215.319276,,,
2010-04-30,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84415.55554680199,0.0,0.0,38988.766086100004,0.0,0.0,9260.258745,0.0,0.0,132664.580377902,132664.580377902,84415.55554680199,,,,38988.766086100004,,,,9260.258745,,,
2010-05-01,9923172.900512304,9923172.900512304,9923172.900512304,0.0,84961.212023693,0.0,0.0,39435.6734313,0.0,0.0,9399.083762100001,0.0,0.0,133795.969217093,133795.969217093,84961.212023693,,,,39435.6734313,,,,9399.083762100001,,,
